date,fips,cases,deaths
2020-04-15,20197.0,1,0
2020-04-15,20207.0,4,0
2020-04-15,20209.0,363,31
2020-04-15,21001.0,45,2
2020-04-15,21003.0,3,0
2020-04-15,21005.0,4,1
2020-04-15,21007.0,3,0
2020-04-15,21009.0,7,0
2020-04-15,21011.0,3,0
2020-04-15,21015.0,65,2
2020-04-15,21017.0,4,1
2020-04-15,21019.0,27,2
2020-04-15,21021.0,13,0
2020-04-15,21023.0,6,0
2020-04-15,21025.0,3,0
2020-04-15,21027.0,4,0
2020-04-15,21029.0,32,2
2020-04-15,21031.0,50,3
2020-04-15,21033.0,10,0
2020-04-15,21035.0,19,1
2020-04-15,21037.0,51,5
2020-04-15,21041.0,2,0
2020-04-15,21043.0,5,0
2020-04-15,21045.0,1,0
2020-04-15,21047.0,73,3
2020-04-15,21049.0,18,0
2020-04-15,21053.0,2,0
2020-04-15,21055.0,3,0
2020-04-15,21057.0,2,0
2020-04-15,21059.0,100,3
2020-04-15,21061.0,7,0
2020-04-15,21067.0,212,7
2020-04-15,21069.0,2,0
2020-04-15,21071.0,1,0
2020-04-15,21073.0,11,0
2020-04-15,21077.0,1,0
2020-04-15,21079.0,3,0
2020-04-15,21081.0,16,1
2020-04-15,21083.0,19,0
2020-04-15,21085.0,5,0
2020-04-15,21087.0,1,0
2020-04-15,21089.0,7,0
2020-04-15,21091.0,2,0
2020-04-15,21093.0,27,0
2020-04-15,21097.0,16,0
2020-04-15,21099.0,1,0
2020-04-15,21101.0,26,0
2020-04-15,21103.0,3,0
2020-04-15,21107.0,101,9
2020-04-15,21109.0,26,1
2020-04-15,21111.0,582,53
2020-04-15,21113.0,29,0
2020-04-15,21115.0,1,0
2020-04-15,21117.0,107,10
2020-04-15,21119.0,1,0
2020-04-15,21121.0,1,0
2020-04-15,21123.0,4,0
2020-04-15,21125.0,12,2
2020-04-15,21127.0,1,0
2020-04-15,21131.0,2,0
2020-04-15,21133.0,1,0
2020-04-15,21135.0,2,0
2020-04-15,21137.0,2,1
2020-04-15,21139.0,1,0
2020-04-15,21141.0,9,0
2020-04-15,21143.0,13,2
2020-04-15,21151.0,21,1
2020-04-15,21155.0,12,0
2020-04-15,21157.0,12,0
2020-04-15,21159.0,1,0
2020-04-15,21161.0,6,0
2020-04-15,21145.0,25,2
2020-04-15,21147.0,9,0
2020-04-15,21149.0,6,1
2020-04-15,21163.0,2,1
2020-04-15,21165.0,3,0
2020-04-15,21167.0,9,0
2020-04-15,21171.0,3,0
2020-04-15,21173.0,8,0
2020-04-15,21175.0,1,0
2020-04-15,21177.0,52,2
2020-04-15,21179.0,13,0
2020-04-15,21181.0,1,0
2020-04-15,21183.0,11,0
2020-04-15,21185.0,21,0
2020-04-15,21189.0,2,0
2020-04-15,21191.0,3,0
2020-04-15,21193.0,4,0
2020-04-15,21195.0,6,1
2020-04-15,21197.0,1,0
2020-04-15,21199.0,31,2
2020-04-15,21203.0,10,0
2020-04-15,21205.0,1,0
2020-04-15,21207.0,8,0
2020-04-15,21209.0,27,0
2020-04-15,21211.0,21,1
2020-04-15,21213.0,17,2
2020-04-15,21215.0,8,0
2020-04-15,21217.0,4,0
2020-04-15,21219.0,10,0
2020-04-15,21221.0,4,0
2020-04-15,21223.0,1,0
2020-04-15,21225.0,5,0
2020-04-15,21227.0,64,0
2020-04-15,21229.0,3,0
2020-04-15,21231.0,5,0
2020-04-15,21233.0,10,0
2020-04-15,21235.0,7,0
2020-04-15,21239.0,17,0
2020-04-15,22001.0,105,5
2020-04-15,22003.0,74,8
2020-04-15,22005.0,440,27
2020-04-15,22007.0,129,1
2020-04-15,22009.0,64,3
2020-04-15,22011.0,30,1
2020-04-15,22013.0,42,7
2020-04-15,22015.0,211,11
2020-04-15,22017.0,1118,57
2020-04-15,22019.0,282,15
2020-04-15,22021.0,18,0
2020-04-15,22023.0,2,0
2020-04-15,22025.0,22,1
2020-04-15,22027.0,44,4
2020-04-15,22029.0,21,1
2020-04-15,22031.0,134,8
2020-04-15,22033.0,1325,62
2020-04-15,22035.0,1,0
2020-04-15,22037.0,81,7
2020-04-15,22039.0,40,0
2020-04-15,22041.0,53,2
2020-04-15,22043.0,12,0
2020-04-15,22045.0,159,7
2020-04-15,22047.0,256,17
2020-04-15,22049.0,11,0
2020-04-15,22051.0,5265,247
2020-04-15,22053.0,48,4
2020-04-15,22059.0,13,0
2020-04-15,22055.0,375,16
2020-04-15,22057.0,499,15
2020-04-15,22061.0,41,0
2020-04-15,22063.0,133,5
2020-04-15,22065.0,2,0
2020-04-15,22067.0,32,2
2020-04-15,22069.0,42,0
2020-04-15,22071.0,5769,287
2020-04-15,22073.0,411,8
2020-04-15,22075.0,147,11
2020-04-15,22077.0,53,4
2020-04-15,22079.0,179,7
2020-04-15,22081.0,13,2
2020-04-15,22083.0,21,0
2020-04-15,22085.0,10,0
2020-04-15,22087.0,383,10
2020-04-15,22089.0,476,26
2020-04-15,22091.0,14,0
2020-04-15,22093.0,210,13
2020-04-15,22095.0,569,47
2020-04-15,22097.0,116,16
2020-04-15,22099.0,174,10
2020-04-15,22101.0,130,4
2020-04-15,22103.0,924,60
2020-04-15,22105.0,418,15
2020-04-15,22107.0,1,0
2020-04-15,22109.0,273,18
2020-04-15,22111.0,56,4
2020-04-15,22113.0,27,1
2020-04-15,22115.0,14,1
2020-04-15,22117.0,173,10
2020-04-15,22119.0,69,4
2020-04-15,22121.0,78,9
2020-04-15,22123.0,4,0
2020-04-15,22125.0,47,0
2020-04-15,22127.0,12,2
2020-04-15,23001.0,31,1
2020-04-15,23003.0,2,0
2020-04-15,23005.0,339,14
2020-04-15,23007.0,9,0
2020-04-15,23009.0,5,0
2020-04-15,23011.0,93,3
2020-04-15,23013.0,12,0
2020-04-15,23015.0,12,0
2020-04-15,23017.0,13,0
2020-04-15,23019.0,36,0
2020-04-15,23023.0,15,0
2020-04-15,23025.0,13,0
2020-04-15,23027.0,30,2
2020-04-15,23029.0,2,0
2020-04-15,23031.0,156,4
2020-04-15,24001.0,17,1
2020-04-15,24003.0,845,29
2020-04-15,24005.0,1485,31
2020-04-15,24510.0,1060,26
2020-04-15,24009.0,102,1
2020-04-15,24011.0,22,0
2020-04-15,24013.0,262,28
2020-04-15,24015.0,90,2
2020-04-15,24017.0,310,11
2020-04-15,24019.0,16,1
2020-04-15,24021.0,442,20
2020-04-15,24023.0,4,0
2020-04-15,24025.0,152,0
2020-04-15,24027.0,424,9
2020-04-15,24029.0,11,1
2020-04-15,24031.0,1933,48
2020-04-15,24033.0,2516,65
2020-04-15,24035.0,19,1
2020-04-15,24039.0,5,0
2020-04-15,24037.0,99,3
2020-04-15,24041.0,14,1
2020-04-15,24043.0,106,1
2020-04-15,24045.0,76,1
2020-04-15,24047.0,22,0
2020-04-15,25001.0,530,18
2020-04-15,25003.0,370,23
2020-04-15,25005.0,1508,56
2020-04-15,25007.0,11,0
2020-04-15,25009.0,3894,140
2020-04-15,25011.0,160,25
2020-04-15,25013.0,1885,154
2020-04-15,25015.0,239,5
2020-04-15,25017.0,6681,221
2020-04-15,25019.0,9,0
2020-04-15,25021.0,3122,147
2020-04-15,25023.0,2308,95
2020-04-15,25025.0,6279,113
2020-04-15,25027.0,2350,100
2020-04-15,26001.0,1,0
2020-04-15,26005.0,25,0
2020-04-15,26007.0,1,0
2020-04-15,26009.0,9,0
2020-04-15,26011.0,7,0
2020-04-15,26015.0,18,1
2020-04-15,26017.0,64,2
2020-04-15,26021.0,123,7
2020-04-15,26023.0,30,2
2020-04-15,26025.0,104,3
2020-04-15,26027.0,17,1
2020-04-15,26029.0,11,1
2020-04-15,26031.0,12,1
2020-04-15,26033.0,1,1
2020-04-15,26035.0,5,1
2020-04-15,26037.0,100,5
2020-04-15,26039.0,16,1
2020-04-15,26041.0,9,1
2020-04-15,26043.0,3,2
2020-04-15,26045.0,77,5
2020-04-15,26047.0,21,2
2020-04-15,26049.0,1084,89
2020-04-15,26051.0,6,0
2020-04-15,26053.0,4,1
2020-04-15,26055.0,17,3
2020-04-15,26057.0,7,0
2020-04-15,26059.0,81,9
2020-04-15,26061.0,2,0
2020-04-15,26063.0,7,0
2020-04-15,26065.0,270,5
2020-04-15,26067.0,18,2
2020-04-15,26069.0,4,1
2020-04-15,26073.0,43,4
2020-04-15,26075.0,195,8
2020-04-15,26077.0,103,8
2020-04-15,26079.0,16,2
2020-04-15,26081.0,354,16
2020-04-15,26085.0,2,0
2020-04-15,26087.0,125,10
2020-04-15,26089.0,5,0
2020-04-15,26091.0,56,0
2020-04-15,26093.0,254,7
2020-04-15,26095.0,1,0
2020-04-15,26097.0,4,0
2020-04-15,26099.0,3792,330
2020-04-15,26101.0,10,0
2020-04-15,26103.0,27,5
2020-04-15,26105.0,3,0
2020-04-15,26107.0,11,1
2020-04-15,26109.0,1,0
2020-04-15,26111.0,36,1
2020-04-15,26113.0,2,1
2020-04-15,26115.0,211,9
2020-04-15,26117.0,23,1
2020-04-15,26119.0,1,0
2020-04-15,26121.0,93,5
2020-04-15,26123.0,7,0
2020-04-15,26125.0,5576,392
2020-04-15,26127.0,3,1
2020-04-15,26129.0,4,0
2020-04-15,26133.0,5,0
2020-04-15,26135.0,4,0
2020-04-15,26137.0,35,2
2020-04-15,26139.0,74,2
2020-04-15,26141.0,2,0
2020-04-15,26143.0,9,0
2020-04-15,26145.0,313,19
2020-04-15,26151.0,25,2
2020-04-15,26153.0,3,0
2020-04-15,26155.0,63,2
2020-04-15,26147.0,221,8
2020-04-15,26149.0,22,1
2020-04-15,26157.0,47,9
2020-04-15,26159.0,26,2
2020-04-15,26161.0,798,24
2020-04-15,26163.0,12544,884
2020-04-15,26165.0,7,1
2020-04-15,27003.0,76,0
2020-04-15,27005.0,2,0
2020-04-15,27007.0,5,0
2020-04-15,27009.0,1,0
2020-04-15,27011.0,1,0
2020-04-15,27013.0,23,0
2020-04-15,27015.0,7,1
2020-04-15,27017.0,27,0
2020-04-15,27019.0,14,0
2020-04-15,27021.0,4,0
2020-04-15,27025.0,7,1
2020-04-15,27027.0,43,1
2020-04-15,27029.0,3,0
2020-04-15,27033.0,6,0
2020-04-15,27035.0,17,0
2020-04-15,27037.0,103,5
2020-04-15,27039.0,16,0
2020-04-15,27041.0,1,0
2020-04-15,27043.0,4,0
2020-04-15,27045.0,10,0
2020-04-15,27047.0,27,0
2020-04-15,27049.0,17,0
2020-04-15,27053.0,651,46
2020-04-15,27055.0,1,0
2020-04-15,27059.0,4,0
2020-04-15,27061.0,2,0
2020-04-15,27063.0,1,0
2020-04-15,27067.0,2,0
2020-04-15,27071.0,1,0
2020-04-15,27073.0,1,0
2020-04-15,27079.0,21,0
2020-04-15,27081.0,2,0
2020-04-15,27083.0,5,0
2020-04-15,27087.0,1,0
2020-04-15,27091.0,39,4
2020-04-15,27085.0,2,0
2020-04-15,27093.0,3,0
2020-04-15,27099.0,25,0
2020-04-15,27101.0,1,0
2020-04-15,27103.0,7,1
2020-04-15,27105.0,2,0
2020-04-15,27107.0,1,0
2020-04-15,27109.0,153,2
2020-04-15,27111.0,4,0
2020-04-15,27115.0,6,0
2020-04-15,27117.0,1,0
2020-04-15,27119.0,1,0
2020-04-15,27123.0,164,7
2020-04-15,27125.0,1,0
2020-04-15,27127.0,1,0
2020-04-15,27129.0,3,0
2020-04-15,27131.0,5,0
2020-04-15,27133.0,2,0
2020-04-15,27135.0,1,0
2020-04-15,27139.0,20,1
2020-04-15,27141.0,11,0
2020-04-15,27143.0,1,0
2020-04-15,27137.0,43,6
2020-04-15,27145.0,7,0
2020-04-15,27147.0,9,0
2020-04-15,27151.0,1,0
2020-04-15,27153.0,2,0
2020-04-15,27155.0,2,0
2020-04-15,27157.0,7,0
2020-04-15,27161.0,3,0
2020-04-15,27163.0,88,3
2020-04-15,27165.0,4,0
2020-04-15,27167.0,7,2
2020-04-15,27169.0,51,6
2020-04-15,27171.0,21,1
2020-04-15,27173.0,3,0
2020-04-15,28001.0,64,3
2020-04-15,28003.0,7,0
2020-04-15,28005.0,15,1
2020-04-15,28007.0,25,0
2020-04-15,28009.0,5,0
2020-04-15,28011.0,70,5
2020-04-15,28013.0,27,2
2020-04-15,28015.0,9,0
2020-04-15,28017.0,33,2
2020-04-15,28019.0,11,1
2020-04-15,28021.0,8,0
2020-04-15,28023.0,19,1
2020-04-15,28025.0,21,0
2020-04-15,28027.0,43,1
2020-04-15,28029.0,35,0
2020-04-15,28031.0,19,0
2020-04-15,28033.0,199,3
2020-04-15,28035.0,122,2
2020-04-15,28037.0,10,0
2020-04-15,28039.0,8,0
2020-04-15,28041.0,3,0
2020-04-15,28043.0,14,0
2020-04-15,28045.0,49,5
2020-04-15,28047.0,129,5
2020-04-15,28049.0,280,4
2020-04-15,28051.0,52,3
2020-04-15,28053.0,12,2
2020-04-15,28057.0,11,0
2020-04-15,28059.0,182,5
2020-04-15,28061.0,15,0
2020-04-15,28063.0,4,0
2020-04-15,28065.0,7,1
2020-04-15,28067.0,42,0
2020-04-15,28069.0,15,0
2020-04-15,28071.0,36,2
2020-04-15,28073.0,48,1
2020-04-15,28075.0,165,12
2020-04-15,28077.0,7,0
2020-04-15,28079.0,40,1
2020-04-15,28081.0,46,4
2020-04-15,28083.0,55,6
2020-04-15,28085.0,81,4
2020-04-15,28087.0,27,0
2020-04-15,28089.0,112,3
2020-04-15,28091.0,34,0
2020-04-15,28093.0,35,2
2020-04-15,28095.0,46,2
2020-04-15,28097.0,15,1
2020-04-15,28099.0,35,1
2020-04-15,28101.0,14,0
2020-04-15,28103.0,10,0
2020-04-15,28105.0,41,1
2020-04-15,28107.0,26,2
2020-04-15,28109.0,102,8
2020-04-15,28111.0,20,1
2020-04-15,28113.0,72,2
2020-04-15,28115.0,15,2
2020-04-15,28117.0,15,0
2020-04-15,28119.0,13,0
2020-04-15,28121.0,113,2
2020-04-15,28123.0,79,0
2020-04-15,28125.0,3,0
2020-04-15,28127.0,12,0
2020-04-15,28129.0,36,1
2020-04-15,28131.0,15,0
2020-04-15,28133.0,42,2
2020-04-15,28135.0,6,0
2020-04-15,28137.0,26,0
2020-04-15,28139.0,45,6
2020-04-15,28141.0,2,0
2020-04-15,28143.0,23,1
2020-04-15,28145.0,9,1
2020-04-15,28147.0,22,0
2020-04-15,28149.0,15,1
2020-04-15,28151.0,62,2
2020-04-15,28153.0,9,0
2020-04-15,28155.0,14,1
2020-04-15,28157.0,51,3
2020-04-15,28159.0,22,0
2020-04-15,28161.0,14,0
2020-04-15,28163.0,65,1
2020-04-15,29001.0,12,0
2020-04-15,29003.0,1,0
2020-04-15,29005.0,2,0
2020-04-15,29009.0,2,0
2020-04-15,29013.0,6,1
2020-04-15,29015.0,3,0
2020-04-15,29017.0,3,0
2020-04-15,29019.0,90,1
2020-04-15,29021.0,26,1
2020-04-15,29023.0,17,0
2020-04-15,29025.0,2,0
2020-04-15,29027.0,20,1
2020-04-15,29029.0,28,1
2020-04-15,29031.0,31,1
2020-04-15,29035.0,3,1
2020-04-15,29037.0,44,4
2020-04-15,29039.0,5,0
2020-04-15,29041.0,4,0
2020-04-15,29043.0,18,0
2020-04-15,29045.0,1,0
2020-04-15,29047.0,52,1
2020-04-15,29049.0,11,0
2020-04-15,29051.0,41,1
2020-04-15,29053.0,4,0
2020-04-15,29055.0,5,0
2020-04-15,29059.0,2,0
2020-04-15,29061.0,1,0
2020-04-15,29063.0,3,0
2020-04-15,29069.0,18,1
2020-04-15,29071.0,83,3
2020-04-15,29073.0,2,0
2020-04-15,29075.0,1,0
2020-04-15,29077.0,78,8
2020-04-15,29081.0,6,0
2020-04-15,29083.0,5,1
2020-04-15,29087.0,1,0
2020-04-15,29089.0,2,0
2020-04-15,29091.0,4,0
2020-04-15,29093.0,1,0
2020-04-15,29095.0,243,9
2020-04-15,29097.0,22,0
2020-04-15,29099.0,147,3
2020-04-15,29101.0,41,0
2020-04-15,29107.0,29,1
2020-04-15,29113.0,28,1
2020-04-15,29115.0,5,1
2020-04-15,29117.0,2,0
2020-04-15,29121.0,2,0
2020-04-15,29123.0,1,0
2020-04-15,29125.0,2,0
2020-04-15,29119.0,4,0
2020-04-15,29131.0,1,0
2020-04-15,29135.0,6,0
2020-04-15,29139.0,6,0
2020-04-15,29141.0,1,0
2020-04-15,29143.0,8,0
2020-04-15,29145.0,9,0
2020-04-15,29147.0,3,0
2020-04-15,29149.0,1,0
2020-04-15,29151.0,4,0
2020-04-15,29155.0,11,0
2020-04-15,29157.0,38,0
2020-04-15,29159.0,4,0
2020-04-15,29161.0,1,0
2020-04-15,29163.0,6,0
2020-04-15,29165.0,26,0
2020-04-15,29167.0,1,0
2020-04-15,29169.0,18,1
2020-04-15,29173.0,1,0
2020-04-15,29175.0,8,0
2020-04-15,29177.0,7,0
2020-04-15,29179.0,2,0
2020-04-15,29181.0,3,0
2020-04-15,29195.0,44,0
2020-04-15,29199.0,3,0
2020-04-15,29201.0,26,0
2020-04-15,29205.0,1,0
2020-04-15,29183.0,392,17
2020-04-15,29185.0,2,0
2020-04-15,29187.0,22,1
2020-04-15,29189.0,1938,63
2020-04-15,29510.0,700,27
2020-04-15,29186.0,7,1
2020-04-15,29207.0,13,0
2020-04-15,29209.0,3,0
2020-04-15,29213.0,8,1
2020-04-15,29217.0,3,0
2020-04-15,29219.0,16,0
2020-04-15,29221.0,2,0
2020-04-15,29225.0,5,0
2020-04-15,29227.0,1,0
2020-04-15,29229.0,9,0
2020-04-15,30001.0,1,0
2020-04-15,30003.0,2,0
2020-04-15,30007.0,4,0
2020-04-15,30009.0,6,0
2020-04-15,30013.0,13,0
2020-04-15,30023.0,3,0
2020-04-15,30029.0,37,1
2020-04-15,30031.0,139,0
2020-04-15,30035.0,4,0
2020-04-15,30037.0,1,0
2020-04-15,30041.0,1,0
2020-04-15,30043.0,2,0
2020-04-15,30047.0,5,0
2020-04-15,30049.0,16,0
2020-04-15,30051.0,1,0
2020-04-15,30053.0,7,1
2020-04-15,30057.0,8,1
2020-04-15,30059.0,1,0
2020-04-15,30063.0,30,1
2020-04-15,30065.0,1,0
2020-04-15,30067.0,7,0
2020-04-15,30073.0,1,0
2020-04-15,30081.0,5,0
2020-04-15,30083.0,3,0
2020-04-15,30085.0,4,0
2020-04-15,30093.0,11,0
2020-04-15,30095.0,1,0
2020-04-15,30101.0,26,3
2020-04-15,30111.0,64,0
2020-04-15,31001.0,65,0
2020-04-15,31003.0,1,0
2020-04-15,31013.0,1,0
2020-04-15,31019.0,42,1
2020-04-15,31021.0,1,0
2020-04-15,31025.0,3,0
2020-04-15,31027.0,1,0
2020-04-15,31031.0,1,0
2020-04-15,31033.0,3,0
2020-04-15,31035.0,2,0
2020-04-15,31037.0,4,0
2020-04-15,31039.0,2,0
2020-04-15,31041.0,19,2
2020-04-15,31043.0,3,0
2020-04-15,31047.0,21,0
2020-04-15,31053.0,12,0
2020-04-15,31055.0,273,8
2020-04-15,31061.0,3,0
2020-04-15,31067.0,26,1
2020-04-15,31073.0,1,0
2020-04-15,31079.0,278,5
2020-04-15,31081.0,15,0
2020-04-15,31097.0,1,0
2020-04-15,31099.0,3,0
2020-04-15,31105.0,10,0
2020-04-15,31107.0,2,0
2020-04-15,31109.0,59,1
2020-04-15,31111.0,17,1
2020-04-15,31119.0,7,2
2020-04-15,31121.0,5,0
2020-04-15,31123.0,1,0
2020-04-15,31127.0,1,0
2020-04-15,31131.0,1,0
2020-04-15,31137.0,1,0
2020-04-15,31139.0,1,0
2020-04-15,31141.0,6,0
2020-04-15,31143.0,3,0
2020-04-15,31151.0,1,0
2020-04-15,31153.0,46,0
2020-04-15,31155.0,6,0
2020-04-15,31157.0,16,0
2020-04-15,31159.0,1,0
2020-04-15,31167.0,1,0
2020-04-15,31177.0,22,1
2020-04-15,31179.0,1,0
2020-04-15,31181.0,1,0
2020-04-15,31185.0,5,0
2020-04-15,32510.0,25,0
2020-04-15,32001.0,1,0
2020-04-15,32003.0,2559,115
2020-04-15,32005.0,13,0
2020-04-15,32007.0,11,1
2020-04-15,32013.0,20,1
2020-04-15,32019.0,11,0
2020-04-15,32023.0,20,0
2020-04-15,32031.0,549,14
2020-04-15,32033.0,3,0
2020-04-15,33001.0,24,0
2020-04-15,33003.0,29,0
2020-04-15,33005.0,26,2
2020-04-15,33007.0,2,0
2020-04-15,33009.0,44,0
2020-04-15,33011.0,458,21
2020-04-15,33013.0,81,3
2020-04-15,33015.0,399,5
2020-04-15,33017.0,69,0
2020-04-15,33019.0,7,1
2020-04-15,34001.0,322,13
2020-04-15,34003.0,10848,608
2020-04-15,34005.0,1261,45
2020-04-15,34007.0,1587,49
2020-04-15,34009.0,178,10
2020-04-15,34011.0,210,3
2020-04-15,34013.0,8579,590
2020-04-15,34015.0,602,14
2020-04-15,34017.0,8511,312
2020-04-15,34019.0,356,14
2020-04-15,34021.0,1856,76
2020-04-15,34023.0,6576,248
2020-04-15,34025.0,4122,167
2020-04-15,34027.0,3525,212
2020-04-15,34029.0,4016,166
2020-04-15,34031.0,6750,182
2020-04-15,34033.0,84,4
2020-04-15,34035.0,2001,101
2020-04-15,34037.0,551,41
2020-04-15,34039.0,7438,269
2020-04-15,34041.0,468,30
2020-04-15,35001.0,477,17
2020-04-15,35003.0,1,0
2020-04-15,35005.0,19,0
2020-04-15,35006.0,29,1
2020-04-15,35007.0,2,0
2020-04-15,35009.0,10,0
2020-04-15,35013.0,54,1
2020-04-15,35015.0,7,1
2020-04-15,35017.0,11,0
2020-04-15,35025.0,2,0
2020-04-15,35027.0,1,0
2020-04-15,35028.0,6,0
2020-04-15,35029.0,2,0
2020-04-15,35031.0,242,2
2020-04-15,35035.0,3,0
2020-04-15,35037.0,1,0
2020-04-15,35039.0,10,0
2020-04-15,35041.0,1,0
2020-04-15,35045.0,200,10
2020-04-15,35047.0,2,0
2020-04-15,35043.0,262,4
2020-04-15,35049.0,78,0
2020-04-15,35053.0,16,0
2020-04-15,35055.0,15,0
2020-04-15,35057.0,12,0
2020-04-15,35061.0,21,0
2020-04-15,36001.0,548,26
2020-04-15,36003.0,28,0
2020-04-15,36007.0,153,6
2020-04-15,36009.0,32,0
2020-04-15,36011.0,36,1
2020-04-15,36013.0,24,1
2020-04-15,36015.0,69,2
2020-04-15,36017.0,71,0
2020-04-15,36019.0,45,3
2020-04-15,36021.0,96,11
2020-04-15,36023.0,23,0
2020-04-15,36025.0,46,0
2020-04-15,36027.0,2048,45
2020-04-15,36029.0,1751,110
2020-04-15,36031.0,12,0
2020-04-15,36033.0,13,0
2020-04-15,36035.0,24,0
2020-04-15,36037.0,76,1
2020-04-15,36039.0,73,0
2020-04-15,36041.0,3,0
2020-04-15,36043.0,40,1
2020-04-15,36045.0,47,0
2020-04-15,36049.0,7,0
2020-04-15,36051.0,31,1
2020-04-15,36053.0,105,1
2020-04-15,36055.0,884,48
2020-04-15,36057.0,32,1
2020-04-15,36059.0,26715,1286
2020-04-15,36063.0,204,6
2020-04-15,36065.0,246,4
2020-04-15,36067.0,449,15
2020-04-15,36069.0,62,2
2020-04-15,36071.0,5716,135
2020-04-15,36073.0,33,0
2020-04-15,36075.0,42,0
2020-04-15,36077.0,44,4
2020-04-15,36079.0,571,28
2020-04-15,36083.0,124,8
2020-04-15,36087.0,8474,212
2020-04-15,36091.0,227,1
2020-04-15,36093.0,237,16
2020-04-15,36095.0,20,0
2020-04-15,36097.0,6,0
2020-04-15,36099.0,18,1
2020-04-15,36089.0,92,1
2020-04-15,36101.0,151,5
2020-04-15,36103.0,23278,663
2020-04-15,36105.0,424,7
2020-04-15,36107.0,25,0
2020-04-15,36109.0,115,2
2020-04-15,36111.0,733,2
2020-04-15,36113.0,77,4
2020-04-15,36115.0,42,0
2020-04-15,36117.0,48,0
2020-04-15,36119.0,20947,708
2020-04-15,36121.0,34,3
2020-04-15,36123.0,6,0
2020-04-15,37001.0,42,0
2020-04-15,37003.0,3,0
2020-04-15,37005.0,2,0
2020-04-15,37007.0,12,0
2020-04-15,37009.0,4,0
2020-04-15,37013.0,13,0
2020-04-15,37015.0,16,1
2020-04-15,37017.0,1,0
2020-04-15,37019.0,35,2
2020-04-15,37021.0,37,3
2020-04-15,37023.0,59,4
2020-04-15,37025.0,191,3
2020-04-15,37027.0,19,0
2020-04-15,37031.0,22,1
2020-04-15,37033.0,3,0
2020-04-15,37035.0,35,1
2020-04-15,37037.0,77,0
2020-04-15,37039.0,12,1
2020-04-15,37041.0,5,0
2020-04-15,37043.0,3,0
2020-04-15,37045.0,40,1
2020-04-15,37047.0,37,1
2020-04-15,37049.0,31,1
2020-04-15,37051.0,87,2
2020-04-15,37053.0,2,0
2020-04-15,37055.0,11,1
2020-04-15,37057.0,87,2
2020-04-15,37059.0,22,2
2020-04-15,37061.0,18,0
2020-04-15,37063.0,330,2
2020-04-15,37065.0,33,1
2020-04-15,37067.0,123,4
2020-04-15,37069.0,66,3
2020-04-15,37071.0,92,3
2020-04-15,37073.0,4,0
2020-04-15,37077.0,98,4
2020-04-15,37079.0,13,0
2020-04-15,37081.0,149,10
2020-04-15,37083.0,25,0
2020-04-15,37085.0,50,2
2020-04-15,37087.0,3,0
2020-04-15,37089.0,97,4
2020-04-15,37091.0,5,1
2020-04-15,37093.0,20,0
2020-04-15,37097.0,70,2
2020-04-15,37099.0,2,0
2020-04-15,37101.0,106,9
2020-04-15,37103.0,8,1
2020-04-15,37105.0,16,0
2020-04-15,37107.0,14,0
2020-04-15,37109.0,15,0
2020-04-15,37113.0,2,1
2020-04-15,37117.0,7,0
2020-04-15,37111.0,18,0
2020-04-15,37119.0,1015,19
2020-04-15,37121.0,4,0
2020-04-15,37123.0,15,1
2020-04-15,37125.0,66,0
2020-04-15,37127.0,40,1
2020-04-15,37129.0,56,1
2020-04-15,37131.0,65,0
2020-04-15,37133.0,29,1
2020-04-15,37135.0,161,2
2020-04-15,37137.0,6,0
2020-04-15,37139.0,15,0
2020-04-15,37141.0,5,0
2020-04-15,37143.0,8,0
2020-04-15,37145.0,11,0
2020-04-15,37147.0,69,1
2020-04-15,37149.0,9,0
2020-04-15,37151.0,56,2
2020-04-15,37153.0,12,1
2020-04-15,37155.0,11,0
2020-04-15,37157.0,15,2
2020-04-15,37159.0,206,7
2020-04-15,37161.0,45,2
2020-04-15,37163.0,13,0
2020-04-15,37165.0,9,0
2020-04-15,37167.0,17,1
2020-04-15,37169.0,10,0
2020-04-15,37171.0,10,0
2020-04-15,37175.0,6,0
2020-04-15,37177.0,3,0
2020-04-15,37179.0,112,3
2020-04-15,37181.0,23,1
2020-04-15,37183.0,510,1
2020-04-15,37185.0,3,0
2020-04-15,37187.0,18,2
2020-04-15,37189.0,8,0
2020-04-15,37191.0,80,2
2020-04-15,37193.0,4,1
2020-04-15,37195.0,75,3
2020-04-15,37197.0,11,1
2020-04-15,38003.0,2,0
2020-04-15,38011.0,1,0
2020-04-15,38013.0,2,0
2020-04-15,38015.0,52,0
2020-04-15,38017.0,135,2
2020-04-15,38023.0,1,0
2020-04-15,38025.0,3,0
2020-04-15,38027.0,1,0
2020-04-15,38029.0,1,1
2020-04-15,38031.0,1,0
2020-04-15,38035.0,20,0
2020-04-15,38037.0,1,0
2020-04-15,38049.0,1,1
2020-04-15,38051.0,1,0
2020-04-15,38053.0,9,0
2020-04-15,38055.0,3,0
2020-04-15,38059.0,21,2
2020-04-15,38061.0,29,0
2020-04-15,38065.0,1,0
2020-04-15,38069.0,2,0
2020-04-15,38071.0,3,0
2020-04-15,38077.0,3,0
2020-04-15,38079.0,1,0
2020-04-15,38081.0,1,0
2020-04-15,38085.0,1,0
2020-04-15,38087.0,3,0
2020-04-15,38089.0,34,2
2020-04-15,38093.0,1,0
2020-04-15,38099.0,3,0
2020-04-15,38101.0,20,1
2020-04-15,38105.0,8,0
